book_id,book_title,author,format,publication_year,publication_date,num_pages_final,num_ratings,num_reviews,average_rating,ratings_1_star,ratings_2_star,ratings_3_star,ratings_4_star,ratings_5_star,ratings_total_from_dist,main_genre,genres_list_clean,num_pages_fill_source,genres_mapped_clean
10,Harry Potter Collection,J.K. Rowling,"['3342 pages, Hardcover']",2005.0,2005-01-01,3342.0,32990,974,4.72,338,247,1183,4731,26491,32990,fantasy,"fantasy,young adult,magic,childrens,classics,adventure",existing_or_parsed,"fantasy, adult fiction, paranormal & supernatural, children & pre-teens, classics, adventure"
13,The Ultimate Hitchhiker’s Guide to the Galaxy,Douglas Adams,"['815 pages, Paperback']",1996.0,1996-01-17,815.0,323845,6355,4.38,3902,8761,34756,88512,187914,323845,science fiction,"science fiction,humor,fantasy,classics,comedy,science fiction fantasy",existing_or_parsed,"science fiction, comedy, fantasy, classics"
33,The Lord of the Rings,J.R.R. Tolkien,"['1216 pages, Paperback']",1954.0,1954-01-01,1216.0,678852,14725,4.53,6847,13070,51345,151211,456379,678852,fantasy,"fantasy,classics,adventure,science fiction fantasy,high fantasy,epic fantasy",existing_or_parsed,"fantasy, classics, adventure, science fiction"
34,The Fellowship of the Ring,J.R.R. Tolkien,"['398 pages, Paperback']",1954.0,1954-07-29,398.0,2819586,40280,4.39,51443,75295,280186,724398,1688264,2819586,fantasy,"fantasy,classics,adventure,high fantasy,science fiction fantasy,epic fantasy",existing_or_parsed,"fantasy, classics, adventure, science fiction"
50,Hatchet,Gary Paulsen,"['208 pages, Hardcover']",1987.0,1987-09-30,208.0,395109,18479,3.78,17258,32871,93992,127730,123258,395109,young adult,"young adult,classics,adventure,middle grade,survival,childrens",existing_or_parsed,"adult fiction, classics, adventure, children & pre-teens, other / niche"
58,Changeling,Delia Sherman,"['256 pages, Hardcover']",2006.0,2006-08-17,256.0,1085,126,3.59,39,107,351,356,232,1085,fantasy,"fantasy,young adult,urban fantasy,fairies,middle grade,childrens",existing_or_parsed,"fantasy, adult fiction, paranormal & supernatural, children & pre-teens"
61,The Changeling,Zilpha Keatley Snyder,"['220 pages, Paperback']",1970.0,1970-01-01,220.0,1510,157,4.18,17,51,267,488,687,1510,young adult,"young adult,fantasy,childrens,middle grade,juvenile,coming of age",existing_or_parsed,"adult fiction, fantasy, children & pre-teens, coming of age"
67,The Known World,Edward P. Jones,"['388 pages, Paperback']",2003.0,2003-09-01,388.0,41387,3656,3.83,1286,3072,9441,15160,12428,41387,historical fiction,"historical fiction,african american,historical,literary fiction,literature",existing_or_parsed,"historical fiction, world literature, historical, literature & classics"
122,The Power of One,Bryce Courtenay,"['544 pages, Paperback']",1989.0,1989-01-01,544.0,89204,5930,4.35,1224,2425,9564,26626,49365,89204,historical fiction,"historical fiction,africa,classics,south africa,coming of age,historical",existing_or_parsed,"historical fiction, world literature, classics, coming of age, historical"
231,I Am Charlotte Simmons,Tom Wolfe,"['738 pages, Paperback']",2004.0,2004-12-09,738.0,27754,2142,3.45,1857,3545,8033,8908,5411,27754,contemporary,"contemporary,literary fiction,college,coming of age,literature",existing_or_parsed,"contemporary & slice of life, literature & classics, school life, coming of age"
249,Tropic of Cancer,Henry Miller,"['318 pages, Paperback']",1934.0,1934-01-01,318.0,72611,4368,3.66,3928,7275,17872,23783,19753,72611,classics,"classics,literature,banned books,american,erotica",existing_or_parsed,"classics, literature & classics, other / niche, world literature, dark & erotic"
250,Tropic of Capricorn,Henry Miller,"['348 pages, Paperback']",1939.0,1939-02-01,348.0,20244,878,3.81,717,1559,4635,7277,6056,20244,classics,"classics,literature,american,erotica,the united states of america",existing_or_parsed,"classics, literature & classics, world literature, dark & erotic"
252,Sexus,Henry Miller,"['506 pages, Paperback']",1949.0,1949-01-01,506.0,9573,432,4.01,182,528,1850,3476,3537,9573,classics,"classics,literature,american,erotica,20th century",existing_or_parsed,"classics, literature & classics, world literature, dark & erotic, historical fiction"
253,The Air-Conditioned Nightmare,Henry Miller,"['292 pages, Paperback']",1945.0,1945-01-01,292.0,3337,221,3.82,75,243,822,1272,925,3337,travel,"travel,literature,essays,classics,the united states of america",existing_or_parsed,"philosophy & education & personal development, literature & classics, other / niche, classics, world literature"
275,The Lover,Marguerite Duras,"['117 pages, Paperback']",1984.0,1984-01-01,117.0,57278,5104,3.72,1505,5177,15645,20219,14732,57278,classics,"classics,france,romance,french literature,historical fiction,literature",existing_or_parsed,"classics, world literature, romance, literature & classics, historical fiction"
291,The Broken Wings,Kahlil Gibran,"['132 pages, Paperback']",1912.0,1912-01-01,132.0,24593,3217,3.96,499,1471,5351,8540,8732,24593,classics,"classics,poetry,romance,philosophy,literature",existing_or_parsed,"classics, poetry, romance, philosophy & education & personal development, literature & classics"
320,One Hundred Years of Solitude,Gabriel García Márquez,"['417 pages, Mass Market Paperback']",1967.0,1967-01-01,417.0,976523,46268,4.11,37772,57483,140529,260614,480125,976523,magical realism,"magical realism,literature,fantasy,historical fiction,spanish literature",existing_or_parsed,"paranormal & supernatural, literature & classics, fantasy, historical fiction"
343,Perfume: The Story of a Murderer,Patrick Süskind,"['263 pages, Paperback']",1985.0,1985-02-26,263.0,472039,25547,4.04,10814,25605,83675,167737,184208,472039,classics,"classics,historical fiction,horror,thriller,mystery,crime",existing_or_parsed,"classics, historical fiction, horror, mystery & crime"
348,The Door Into Summer,Robert A. Heinlein,"['304 pages, Paperback']",1957.0,1957-01-01,304.0,26657,1440,4.02,304,1125,5698,10124,9406,26657,science fiction,"science fiction,time travel,science fiction fantasy,fantasy,classics,adventure",existing_or_parsed,"science fiction, fantasy, classics, adventure"
350,Stranger in a Strange Land,Robert A. Heinlein,"['525 pages, Paperback']",1961.0,1961-07-01,525.0,313396,10067,3.92,13170,22461,61229,95475,121061,313396,science fiction,"science fiction,classics,science fiction fantasy,fantasy,speculative fiction",existing_or_parsed,"science fiction, classics, fantasy, speculative fiction"
353,Time Enough for Love,Robert A. Heinlein,"['589 pages, Mass Market Paperback']",1973.0,1973-06-01,589.0,35744,1030,3.97,958,2296,7391,11417,13682,35744,science fiction,"science fiction,science fiction fantasy,time travel,fantasy,classics,speculative fiction",existing_or_parsed,"science fiction, fantasy, classics, speculative fiction"
355,Job: A Comedy of Justice,Robert A. Heinlein,"['440 pages, Mass Market Paperback']",1984.0,1984-09-01,440.0,18194,590,3.78,441,1567,4828,6025,5333,18194,science fiction,"science fiction,fantasy,science fiction fantasy,humor,religion,speculative fiction",existing_or_parsed,"science fiction, fantasy, comedy, religious & spiritual, speculative fiction"
357,The Long Dark Tea-Time of the Soul,Douglas Adams,"['307 pages, Mass Market Paperback']",1988.0,1988-10-10,307.0,86445,2366,4.04,937,3576,18082,32692,31158,86445,fantasy,"fantasy,science fiction,humor,mystery,comedy,science fiction fantasy",existing_or_parsed,"fantasy, science fiction, comedy, mystery & crime"
359,The Salmon of Doubt: Hitchhiking the Galaxy One Last Time,Douglas Adams,"['298 pages, Mass Market Paperback']",2002.0,2002-05-28,298.0,29601,1180,3.93,335,1514,7303,11137,9312,29601,science fiction,"science fiction,humor,fantasy,comedy,essays",existing_or_parsed,"science fiction, comedy, fantasy, other / niche"
365,Dirk Gently's Holistic Detective Agency,Douglas Adams,"['306 pages, Mass Market Paperback']",1987.0,1987-05-15,306.0,140698,4505,3.97,2005,7076,31269,52611,47737,140698,science fiction,"science fiction,fantasy,humor,mystery,comedy,science fiction fantasy",existing_or_parsed,"science fiction, fantasy, comedy, mystery & crime"
378,The Phantom Tollbooth,Norton Juster,"['248 pages, Paperback']",1961.0,1961-01-01,248.0,287770,13412,4.2,6355,12147,42436,84635,142197,287770,fantasy,"fantasy,classics,childrens,young adult,middle grade,adventure",existing_or_parsed,"fantasy, classics, children & pre-teens, adult fiction, adventure"
400,Libra,Don DeLillo,"['480 pages, Paperback']",1988.0,1988-08-15,480.0,17873,1247,4.03,233,776,3408,7277,6179,17873,historical fiction,"historical fiction,literature,american,literary fiction,politics",existing_or_parsed,"historical fiction, literature & classics, world literature"
402,Mao II,Don DeLillo,"['241 pages, Paperback']",1991.0,1991-01-01,241.0,12000,811,3.69,226,957,3553,4855,2409,12000,american,"american,literature,contemporary,literary fiction,20th century",existing_or_parsed,"world literature, literature & classics, contemporary & slice of life, historical fiction"
408,The Names,Don DeLillo,"['339 pages, Paperback']",1982.0,1982-01-01,339.0,4564,381,3.64,136,457,1349,1596,1026,4564,american,"american,literature,greece,mystery,literary fiction",existing_or_parsed,"world literature, literature & classics, mystery & crime"
409,Against the Day,Thomas Pynchon,"['1085 pages, Hardcover']",2006.0,2006-11-21,1085.0,9570,969,4.03,386,615,1474,2964,4131,9570,historical fiction,"historical fiction,literature,steampunk,science fiction,american",existing_or_parsed,"historical fiction, literature & classics, science fiction, world literature"
413,Mason & Dixon,Thomas Pynchon,"['773 pages, Paperback']",1997.0,1997-08-01,773.0,11363,1099,4.12,293,624,1766,3474,5206,11363,historical fiction,"historical fiction,literature,american,classics,literary fiction",existing_or_parsed,"historical fiction, literature & classics, world literature, classics"
415,Gravity’s Rainbow,Thomas Pynchon,"['776 pages, Paperback']",1973.0,1973-02-28,776.0,44293,4251,4.0,2473,3154,6456,11875,20335,44293,classics,"classics,science fiction,literature,historical fiction,american",existing_or_parsed,"classics, science fiction, literature & classics, historical fiction, world literature"
422,A Book of Common Prayer,Joan Didion,"['272 pages, Paperback']",1977.0,1977-01-01,272.0,5401,560,3.8,92,394,1409,2096,1410,5401,literary fiction,"literary fiction,contemporary,politics,literature,american",existing_or_parsed,"literature & classics, contemporary & slice of life, world literature"
425,Democracy,Joan Didion,"['234 pages, Paperback']",1984.0,1984-01-01,234.0,3515,400,3.85,44,217,944,1335,975,3515,politics,"politics,historical fiction,literature,literary fiction,contemporary",existing_or_parsed,"world literature, historical fiction, literature & classics, contemporary & slice of life"
428,Play It As It Lays,Joan Didion,"['231 pages, Paperback']",1970.0,1970-01-01,231.0,68175,7665,3.92,905,3752,15621,27614,20283,68175,classics,"classics,literary fiction,contemporary,feminism,literature",existing_or_parsed,"classics, literature & classics, contemporary & slice of life, philosophy & education & personal development"
431,The New York Trilogy,Paul Auster,"['308 pages, Paperback']",1987.0,1987-01-01,308.0,75329,4480,3.87,1682,5099,16533,29657,22358,75329,mystery,"mystery,american,literature,contemporary,new york",existing_or_parsed,"mystery & crime, world literature, literature & classics, contemporary & slice of life"
446,The Brooklyn Follies,Paul Auster,"['306 pages, Paperback']",2005.0,2005-12-27,306.0,28568,2107,3.86,359,1449,7008,12753,6999,28568,contemporary,"contemporary,new york,american,literature,the united states of america",existing_or_parsed,"contemporary & slice of life, world literature, literature & classics"
447,Moon Palace,Paul Auster,"['320 pages, Paperback']",1989.0,1989-02-01,320.0,25487,1403,3.98,335,1236,5199,10546,8171,25487,american,"american,contemporary,the united states of america,literature,classics",existing_or_parsed,"world literature, contemporary & slice of life, literature & classics, classics"
449,Timbuktu,Paul Auster,"['181 pages, Paperback']",1999.0,1999-05-25,181.0,15202,1304,3.71,344,1250,4387,5769,3452,15202,dogs,"dogs,animals,american,contemporary,literature",existing_or_parsed,"animals / nature, world literature, contemporary & slice of life, literature & classics"
454,Travels in the Scriptorium,Paul Auster,"['145 pages, Hardcover']",2006.0,2006-12-01,145.0,10624,1082,3.26,525,1714,4139,3007,1239,10624,american,"american,mystery,literature,contemporary,literary fiction",existing_or_parsed,"world literature, mystery & crime, literature & classics, contemporary & slice of life"
456,Leviathan,Paul Auster,"['275 pages, Paperback']",1992.0,1992-01-01,275.0,18776,995,3.97,156,771,4089,8288,5472,18776,american,"american,literature,the united states of america,contemporary,literary fiction",existing_or_parsed,"world literature, literature & classics, contemporary & slice of life"
629,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,"['540 pages, Mass Market Paperback']",1974.0,1974-04-01,540.0,231128,10714,3.78,10138,21189,52432,73439,73930,231128,philosophy,"philosophy,classics,spirituality,travel,psychology,self help",existing_or_parsed,"philosophy & education & personal development, classics, religious & spiritual, psychology & mental health"
662,Atlas Shrugged,Ayn Rand,"['1168 pages, Paperback']",1957.0,1957-10-10,1168.0,390964,20172,3.69,39919,36140,70301,103314,141290,390964,classics,"classics,philosophy,politics,literature,science fiction",existing_or_parsed,"classics, philosophy & education & personal development, world literature, literature & classics, science fiction"
667,Anthem,Ayn Rand,"['105 pages, Paperback']",1938.0,1938-05-01,105.0,156299,11461,3.61,9322,16094,40600,49717,40566,156299,classics,"classics,dystopia,philosophy,science fiction,school,literature",existing_or_parsed,"classics, dystopian, philosophy & education & personal development, science fiction, school life, literature & classics"
668,We the Living,Ayn Rand,"['464 pages, Paperback']",1936.0,1936-01-01,464.0,29442,1630,3.95,828,1782,6176,9947,10709,29442,classics,"classics,philosophy,historical fiction,literature,politics,russia",existing_or_parsed,"classics, philosophy & education & personal development, historical fiction, literature & classics, world literature"
685,The Natural,Bernard Malamud,"['231 pages, Paperback']",1952.0,1952-01-01,231.0,11666,986,3.62,396,1110,3444,4307,2409,11666,sports,"sports,baseball,classics,literature,literary fiction",existing_or_parsed,"arts & pop culture, classics, literature & classics"
698,Digging to America,Anne Tyler,"['277 pages, Hardcover']",2006.0,2006-05-02,277.0,22503,2518,3.58,347,1897,7989,8835,3435,22503,adoption,"adoption,contemporary,family,literary fiction,adult fiction",existing_or_parsed,"philosophy & education & personal development, contemporary & slice of life, literature & classics, adult fiction"
703,The Plot Against America,Philip Roth,"['391 pages, Paperback']",2004.0,2004-10-05,391.0,61408,5235,3.8,1406,4063,14955,25834,15150,61408,historical fiction,"historical fiction,alternate history,literature,science fiction,american",existing_or_parsed,"historical fiction, literature & classics, science fiction, world literature"
759,Collected Stories,Gabriel García Márquez,"['352 pages, Paperback']",1983.0,1983-09-01,352.0,8446,355,4.18,81,253,1391,3099,3622,8446,magical realism,"magical realism,classics,literature,latin american,literary fiction",existing_or_parsed,"paranormal & supernatural, classics, literature & classics, world literature"
760,Memories of My Melancholy Whores,Gabriel García Márquez,"['115 pages, Mass Market Paperback']",2004.0,2004-10-19,115.0,87778,5772,3.59,2500,8317,28793,31190,16978,87778,classics,"classics,literature,romance,magical realism,latin american,spanish literature",existing_or_parsed,"classics, literature & classics, romance, paranormal & supernatural, world literature"
816,Cryptonomicon,Neal Stephenson,"['1152 pages, Mass Market Paperback']",1999.0,1999-05-01,1152.0,112423,6053,4.24,1877,4292,14674,36122,55458,112423,science fiction,"science fiction,historical fiction,cyberpunk,thriller,historical,war",existing_or_parsed,"science fiction, historical fiction, mystery & crime, historical, world literature"
822,The Confusion,Neal Stephenson,"['815 pages, Paperback']",2004.0,2004-04-13,815.0,24193,796,4.27,172,678,3165,8633,11545,24193,historical fiction,"historical fiction,science fiction,fantasy,historical,adventure,literature",existing_or_parsed,"historical fiction, science fiction, fantasy, historical, adventure, literature & classics"
823,Quicksilver,Neal Stephenson,"['927 pages, Paperback']",2003.0,2003-09-23,927.0,42064,2315,3.92,1499,3157,7865,14414,15129,42064,historical fiction,"historical fiction,science fiction,fantasy,historical,science fiction fantasy,alternate history",existing_or_parsed,"historical fiction, science fiction, fantasy, historical"
825,Zodiac,Neal Stephenson,"['308 pages, Mass Market Paperback']",1988.0,1988-05-01,308.0,19785,867,3.73,179,1183,6332,8111,3980,19785,science fiction,"science fiction,thriller,mystery,cyberpunk,science fiction fantasy,environment",existing_or_parsed,"science fiction, mystery & crime, animals / nature"
827,"The Diamond Age: Or, a Young Lady's Illustrated Primer",Neal Stephenson,"['499 pages, Paperback']",1995.0,1995-02-01,499.0,90116,3932,4.16,1199,3474,14187,32056,39200,90116,science fiction,"science fiction,cyberpunk,steampunk,fantasy,science fiction fantasy,speculative fiction",existing_or_parsed,"science fiction, fantasy, speculative fiction"
830,Snow Crash,Neal Stephenson,"['438 pages, Paperback']",1992.0,1992-06-01,438.0,281078,12340,4.02,10109,16099,47013,93065,114792,281078,science fiction,"science fiction,cyberpunk,fantasy,science fiction fantasy,dystopia",existing_or_parsed,"science fiction, fantasy, dystopian"
865,The Alchemist,Paulo Coelho,"['197 pages, Paperback']",1988.0,1988-01-01,197.0,3078682,121668,3.91,136352,241144,597940,890172,1213074,3078682,classics,"classics,fantasy,philosophy,spirituality,self help",existing_or_parsed,"classics, fantasy, philosophy & education & personal development, religious & spiritual"
868,"Fullmetal Alchemist, Vol. 3",Hiromu Arakawa,"['182 pages, Paperback']",2002.0,2002-09-21,182.0,23022,560,4.55,102,219,1751,5737,15213,23022,manga,"manga,fantasy,graphic novels,comics,science fiction,steampunk",existing_or_parsed,"comics & manga, fantasy, science fiction"
870,"Fullmetal Alchemist, Vol. 1",Hiromu Arakawa,"['180 pages, Paperback']",2002.0,2002-01-22,180.0,167491,2393,4.53,2125,2940,13325,35352,113749,167491,manga,"manga,fantasy,graphic novels,comics,young adult,science fiction",existing_or_parsed,"comics & manga, fantasy, adult fiction, science fiction"
890,Of Mice and Men,John Steinbeck,"['107 pages, Paperback']",1937.0,1937-02-25,107.0,2559548,53348,3.88,71357,173361,576045,896438,842347,2559548,classics,"classics,school,historical fiction,literature,read for school",existing_or_parsed,"classics, school life, historical fiction, literature & classics"
902,The Westing Game,Ellen Raskin,"['182 pages, Paperback']",1978.0,1978-06-01,182.0,214103,14444,4.0,4965,12065,42337,72668,82068,214103,mystery,"mystery,young adult,middle grade,classics,childrens,mystery thriller",existing_or_parsed,"mystery & crime, adult fiction, children & pre-teens, classics"
929,Memoirs of a Geisha,Arthur Golden,"['503 pages, Mass Market Paperback']",1997.0,1997-01-01,503.0,2006566,36151,4.15,29920,73133,328523,708015,866975,2006566,historical fiction,"historical fiction,romance,historical,japan,adult",existing_or_parsed,"historical fiction, romance, historical, world literature, adult fiction"
960,Angels & Demons,Dan       Brown,"['736 pages, Paperback']",2000.0,2000-05-01,736.0,3204796,34028,3.94,107894,195293,646535,1084644,1170430,3204796,mystery,"mystery,thriller,mystery thriller,suspense,adventure,crime",existing_or_parsed,"mystery & crime, adventure"
968,The Da Vinci Code,Dan       Brown,"['489 pages, Paperback']",2003.0,2003-03-18,489.0,2360320,55077,3.92,86734,158004,463823,810293,841466,2360320,mystery,"mystery,thriller,mystery thriller,historical fiction,suspense,adventure",existing_or_parsed,"mystery & crime, historical fiction, adventure"
976,Deception Point,Dan       Brown,"['556 pages, Paperback']",2001.0,2001-01-01,556.0,671296,11126,3.75,18097,54562,185776,228540,184321,671296,adventure,"adventure,science fiction,crime,action,contemporary",existing_or_parsed,"adventure, science fiction, mystery & crime, action, contemporary & slice of life"
1059,Shibumi,Trevanian,"['472 pages, Paperback']",1979.0,1979-01-01,472.0,17901,1255,4.18,313,733,2654,5871,8330,17901,thriller,"thriller,mystery,espionage,japan,mystery thriller,adventure",existing_or_parsed,"mystery & crime, world literature, adventure"
1061,Trevanian: Four Complete Novels: The Eiger Sanction / The Loo Sanction / The Main / Shibumi,Trevanian,"['750 pages, Hardcover']",1984.0,1984-01-01,750.0,145,8,4.37,1,1,21,42,80,145,thriller,"thriller,mystery,espionage",existing_or_parsed,mystery & crime
1078,The Good Earth,Pearl S. Buck,"['418 pages, Paperback']",1931.0,1931-03-02,418.0,250286,11717,4.0,6264,13919,47658,87362,95083,250286,classics,"classics,historical fiction,china,literature,historical,asia",existing_or_parsed,"classics, historical fiction, world literature, literature & classics, historical"
1103,Snow Flower and the Secret Fan,Lisa See,"['269 pages, Paperback']",2005.0,2005-02-21,269.0,373239,19871,4.09,4353,13381,67466,147665,140374,373239,historical fiction,"historical fiction,china,historical,book club,adult,asian literature",existing_or_parsed,"historical fiction, world literature, historical, other / niche, adult fiction, literature & classics"
1110,The Broker,John Grisham,"['422 pages, Paperback']",2005.0,2005-01-10,422.0,96712,3629,3.83,1262,5640,27444,36260,26106,96712,thriller,"thriller,mystery,legal thriller,crime,suspense,mystery thriller",existing_or_parsed,mystery & crime
1232,The Shadow of the Wind,Carlos Ruiz Zafón,"['487 pages, Paperback']",2001.0,2001-05-01,487.0,639421,51706,4.3,9042,21305,76845,195002,337227,639421,historical fiction,"historical fiction,mystery,fantasy,books about books,historical,spain",existing_or_parsed,"historical fiction, mystery & crime, fantasy, literature & classics, historical, world literature"
1241,A Million Little Pieces,James Frey,"['515 pages, Paperback']",2003.0,2003-01-01,515.0,253627,12621,3.68,11790,23347,65770,85350,67370,253627,contemporary,"contemporary,psychology,biography memoir,mental health,adult,book club",existing_or_parsed,"contemporary & slice of life, psychology & mental health, other / niche, philosophy & education & personal development, adult fiction"
1295,The Clan of the Cave Bear,Jean M. Auel,"['512 pages, Paperback']",1980.0,1980-05-04,512.0,267968,8110,4.09,5035,12649,47929,89570,112785,267968,historical fiction,"historical fiction,fantasy,historical,classics,adventure,prehistoric",existing_or_parsed,"historical fiction, fantasy, historical, classics, adventure, world literature"
1305,Gates of Fire,Steven Pressfield,"['526 pages, Paperback']",1998.0,1998-10-20,526.0,38686,2733,4.4,375,877,3881,11241,22312,38686,historical fiction,"historical fiction,war,military fiction,historical,fantasy,greece",existing_or_parsed,"historical fiction, world literature, historical, fantasy"
1423,The Compleat Works of Wllm Shkspr,Reduced Shakespeare Company,"['137 pages, Hardcover']",2000.0,2000-02-01,137.0,9410,174,4.44,137,183,890,2374,5826,9410,plays,"plays,classics,humor,drama,theatre,comedy",existing_or_parsed,"literature & classics, classics, comedy, drama, arts & pop culture"
1426,Warrior of the Light,Paulo Coelho,"['142 pages, Paperback']",1997.0,1997-01-01,142.0,38934,2051,3.69,1974,4128,9894,10918,12020,38934,philosophy,"philosophy,spirituality,self help,inspirational,literature",existing_or_parsed,"philosophy & education & personal development, religious & spiritual, literature & classics"
1427,The Zahir,Paulo Coelho,"['336 pages, Paperback']",2005.0,2005-01-01,336.0,78816,3858,3.58,3591,8991,23147,24164,18923,78816,philosophy,"philosophy,contemporary,romance,spirituality,literature",existing_or_parsed,"philosophy & education & personal development, contemporary & slice of life, romance, religious & spiritual, literature & classics"
1428,By the River Piedra I Sat Down and Wept,Paulo Coelho,"['208 pages, Paperback']",1994.0,1994-01-01,208.0,102617,4682,3.57,5105,11980,29670,30612,25250,102617,romance,"romance,philosophy,spirituality,contemporary,literature",existing_or_parsed,"romance, philosophy & education & personal development, religious & spiritual, contemporary & slice of life, literature & classics"
1429,The Fifth Mountain,Paulo Coelho,"['245 pages, Paperback']",1996.0,1996-01-01,245.0,43929,1863,3.63,1671,4596,12877,13901,10884,43929,historical fiction,"historical fiction,philosophy,spirituality,religion,inspirational",existing_or_parsed,"historical fiction, philosophy & education & personal development, religious & spiritual"
1430,Eleven Minutes,Paulo Coelho,"['273 pages, Paperback']",2003.0,2003-01-01,273.0,177710,8278,3.71,6481,16156,47290,59730,48053,177710,romance,"romance,contemporary,philosophy,literature,adult",existing_or_parsed,"romance, contemporary & slice of life, philosophy & education & personal development, literature & classics, adult fiction"
1431,Veronika Decides to Die,Paulo Coelho,"['285 pages, Paperback']",1998.0,1998-01-01,285.0,222271,11158,3.73,8198,19710,57606,75374,61383,222271,contemporary,"contemporary,philosophy,psychology,mental health,romance",existing_or_parsed,"contemporary & slice of life, philosophy & education & personal development, psychology & mental health, romance"
1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,"['226 pages, Paperback']",2003.0,2003-07-31,226.0,1484352,55859,3.89,33138,89053,340223,569591,452347,1484352,mystery,"mystery,young adult,classics,autistic spectrum disorder,contemporary",existing_or_parsed,"mystery & crime, adult fiction, classics, psychology & mental health, contemporary & slice of life"
1627,Brokeback Mountain,Annie Proulx,"['55 pages, Paperback']",1997.0,1997-10-13,55.0,44581,4266,3.99,690,2196,9278,17096,15321,44581,lgbt,"lgbt,romance,queer,gay,westerns",existing_or_parsed,"lgbtq+, romance, other / niche"
1677,Sobre héroes y tumbas,Ernesto Sabato,"['547 pages, Paperback']",1961.0,1961-01-01,547.0,12429,711,4.26,146,392,1675,4026,6190,12429,classics,"classics,spanish literature,latin american,literature,latin american literature",existing_or_parsed,"classics, literature & classics, world literature"
1852,The Call of the Wild,Jack London,"['172 pages, Mass Market Paperback']",1903.0,1903-01-01,172.0,432360,15724,3.9,9879,25637,100459,156676,139709,432360,classics,"classics,adventure,young adult,animals,historical fiction,literature",existing_or_parsed,"classics, adventure, adult fiction, animals / nature, historical fiction, literature & classics"
2049,The High Window,Raymond Chandler,"['272 pages, Paperback']",1942.0,1942-08-17,272.0,23179,1238,4.04,230,635,4480,10353,7481,23179,mystery,"mystery,crime,noir,detective,classics,hard boiled",existing_or_parsed,"mystery & crime, classics"
2050,"Farewell, My Lovely",Raymond Chandler,"['292 pages, Paperback']",1940.0,1940-01-01,292.0,39574,2341,4.1,371,1215,6942,16571,14475,39574,mystery,"mystery,crime,noir,classics,detective,mystery thriller",existing_or_parsed,"mystery & crime, classics"
2052,The Big Sleep,Raymond Chandler,"['231 pages, Paperback']",1939.0,1939-02-06,231.0,156060,7930,3.95,3765,8706,31981,58199,53409,156060,mystery,"mystery,classics,crime,noir,detective,mystery thriller",existing_or_parsed,"mystery & crime, classics"
2054,The Long Goodbye,Raymond Chandler,"['379 pages, Paperback']",1953.0,1953-01-01,379.0,42719,2823,4.19,402,1172,6417,16595,18133,42719,mystery,"mystery,crime,noir,classics,detective,mystery thriller",existing_or_parsed,"mystery & crime, classics"
2115,Atlas Shrugged & The Fountainhead,Ayn Rand,['Paperback'],1995.0,1995-01-01,584.0,4882,223,4.1,319,224,580,1279,2480,4882,classics,"classics,philosophy,politics,literature,economics",author_median,"classics, philosophy & education & personal development, world literature, literature & classics"
2122,The Fountainhead,Ayn Rand,"['704 pages, Mass Market Paperback']",1943.0,1943-04-15,704.0,324071,14327,3.88,21720,23027,54767,96129,128428,324071,classics,"classics,philosophy,literature,politics,architecture",existing_or_parsed,"classics, philosophy & education & personal development, literature & classics, world literature, arts & pop culture"
2139,Flesh and Blood,Michael Cunningham,"['465 pages, Paperback']",1995.0,1995-01-01,465.0,6101,491,4.05,61,256,1251,2293,2240,6101,lgbt,"lgbt,contemporary,gay,family,literature,literary fiction",existing_or_parsed,"lgbtq+, contemporary & slice of life, philosophy & education & personal development, literature & classics"
2152,The Jane Austen Book Club,Karen Joy Fowler,"['288 pages, Paperback']",2004.0,2004-04-22,288.0,69909,5027,3.1,5085,14292,26793,16241,7498,69909,chick lit,"chick lit,romance,contemporary,books about books,adult fiction,adult",existing_or_parsed,"chick lit, romance, contemporary & slice of life, literature & classics, adult fiction"
2165,The Old Man and the Sea,Ernest Hemingway,"['96 pages, Hardcover']",1952.0,1952-09-01,96.0,1155560,40154,3.8,49040,94527,263527,377632,370834,1155560,classics,"classics,literature,school,american,adventure",existing_or_parsed,"classics, literature & classics, school life, world literature, adventure"
2187,Middlesex,Jeffrey Eugenides,"['529 pages, Paperback']",2002.0,2002-09-04,529.0,640270,26290,4.03,21275,34871,107208,215762,261154,640270,historical fiction,"historical fiction,contemporary,lgbt,classics,literary fiction,queer",existing_or_parsed,"historical fiction, contemporary & slice of life, lgbtq+, classics, literature & classics"
2255,Way of the Peaceful Warrior: A Book That Changes Lives,Dan Millman,"['217 pages, Paperback']",1980.0,1980-01-01,217.0,53501,2485,4.13,1291,2728,8565,16190,24727,53501,spirituality,"spirituality,philosophy,self help,personal development,psychology,inspirational",existing_or_parsed,"religious & spiritual, philosophy & education & personal development, psychology & mental health"
2287,"Other Voices, Other Rooms",Truman Capote,"['232 pages, Paperback']",1948.0,1948-01-01,232.0,16048,1223,3.77,270,1222,4550,5915,4091,16048,classics,"classics,southern gothic,lgbt,literature,queer,gothic",existing_or_parsed,"classics, dark & erotic, lgbtq+, literature & classics"
