book_id,book_title,author,format,publication_year,publication_date,num_pages_final,num_ratings,num_reviews,average_rating,ratings_1_star,ratings_2_star,ratings_3_star,ratings_4_star,ratings_5_star,ratings_total_from_dist,main_genre,genres_list_clean,num_pages_fill_source,genres_mapped_clean
1250316,The Secret of Crickley Hall,James Herbert,"['633 pages, Hardcover']",2006.0,2006-01-01,633.0,9595,825,3.91,208,594,2191,3490,3112,9595,horror,"horror,supernatural,thriller,ghosts,paranormal,mystery",existing_or_parsed,"horror, paranormal & supernatural, mystery & crime, dark & erotic"
1251032,Hero,Perry    Moore,"['428 pages, Hardcover']",2007.0,2007-08-28,428.0,18252,1611,3.86,583,1456,4110,5811,6292,18252,young adult,"young adult,lgbt,fantasy,superheroes,queer,gay",existing_or_parsed,"adult fiction, lgbtq+, fantasy, paranormal & supernatural"
1252271,Partial List of People to Bleach,Garielle Lutz,"['56 pages, Paperback']",2007.0,2007-01-01,56.0,513,62,4.07,13,32,85,159,224,513,literature,"literature,lgbt,american,essays,literary fiction",existing_or_parsed,"literature & classics, lgbtq+, world literature, other / niche"
1254531,The Adventures of Paddington,Michael Bond,['Hardcover'],1958.0,1958-01-01,151.5,298,18,4.2,2,6,47,117,126,298,childrens,"childrens,classics",author_median,"children & pre-teens, classics"
1254951,The Luxe,Anna Godbersen,"['433 pages, Hardcover']",2007.0,2007-11-20,433.0,72921,4872,3.64,3595,7514,19395,23282,19135,72921,historical fiction,"historical fiction,young adult,romance,historical,historical romance,chick lit",existing_or_parsed,"historical fiction, adult fiction, romance, historical, chick lit"
1257271,The Mage's Daughter,Lynn Kurland,"['378 pages, Paperback']",2008.0,2008-01-02,378.0,4988,336,4.02,82,256,986,1796,1868,4988,fantasy,"fantasy,romance,magic,fantasy romance,adventure,epic fantasy",existing_or_parsed,"fantasy, romance, paranormal & supernatural, adventure"
1258572,Summerhill Secrets: Volume 1,Beverly Lewis,"['555 pages, Paperback']",1996.0,1996-09-01,555.0,1946,148,4.19,17,91,329,579,930,1946,amish,"amish,christian fiction,christian,young adult,amish fiction,contemporary",existing_or_parsed,"world literature, religious & spiritual, adult fiction, contemporary & slice of life"
1260229,The Secret of Terror Castle,Robert Arthur,"['179 pages, Hardcover']",1964.0,1964-09-11,179.0,6266,471,4.05,36,199,1377,2464,2190,6266,mystery,"mystery,young adult,childrens,adventure,middle grade,detective",existing_or_parsed,"mystery & crime, adult fiction, children & pre-teens, adventure"
1264696,Evermore,Lynn Viehl,"['283 pages, Paperback']",2008.0,2008-01-02,283.0,3236,111,4.12,40,117,588,1166,1325,3236,paranormal romance,"paranormal romance,vampires,paranormal,romance,fantasy,urban fantasy,adult",existing_or_parsed,"paranormal & supernatural, romance, fantasy, adult fiction"
1265382,The Dissident,Nell Freudenberger,"['432 pages, Paperback']",2006.0,2006-01-01,432.0,893,128,3.35,22,126,356,298,91,893,china,"china,literary fiction,asia,contemporary,the united states of america",existing_or_parsed,"world literature, literature & classics, contemporary & slice of life"
1268541,Gora,Rabindranath Tagore,"['580 pages, Hardcover']",1910.0,1910-01-01,580.0,4345,330,4.27,34,133,551,1548,2079,4345,india,"india,classics,indian literature,historical fiction,literature",existing_or_parsed,"world literature, classics, literature & classics, historical fiction"
1268784,Тёмные аллеи,Ivan Alekseyevich Bunin,"['272 pages, Paperback']",1943.0,1943-01-01,272.0,5792,193,4.14,148,338,917,1570,2819,5792,russia,"russia,classics,russian literature,nobel prize,literature",existing_or_parsed,"world literature, classics, literature & classics, other / niche"
1269839,An Odor of Sanctity,Frank Yerby,"['637 pages, Paperback']",1965.0,1965-01-01,637.0,202,19,3.94,5,19,35,67,76,202,historical fiction,"historical fiction,historical,spain,adventure,medieval history",existing_or_parsed,"historical fiction, historical, world literature, adventure"
1270615,Buffy the Vampire Slayer: The Long Way Home,Joss Whedon,"['136 pages, Paperback']",2007.0,2007-10-01,136.0,30418,1198,3.96,787,1664,6809,10022,11136,30418,graphic novels,"graphic novels,fantasy,vampires,buffy the vampire slayer,graphic novels comics,horror",existing_or_parsed,"comics & manga, fantasy, paranormal & supernatural, horror"
1275105,A Charlie Brown Christmas,Charles M. Schulz,"['32 pages, Library Binding']",1965.0,1965-01-01,32.0,17888,361,4.49,278,390,1723,3307,12190,17888,christmas,"christmas,picture books,childrens,holiday,classics,comics",existing_or_parsed,"other / niche, children & pre-teens, classics, comics & manga"
1275574,Wonders of the West,Kate Braverman,"['280 pages, Hardcover']",1993.0,1993-01-20,280.0,44,4,4.09,0,1,11,15,17,44,,,existing_or_parsed,other / niche
1276938,Dreamers of the Day,Mary Doria Russell,"['253 pages, Hardcover']",2008.0,2008-01-01,253.0,6186,1231,3.66,88,511,1987,2454,1146,6186,historical fiction,"historical fiction,historical,egypt,travel,africa,literature",existing_or_parsed,"historical fiction, historical, world literature, philosophy & education & personal development, literature & classics"
1279686,Genghis: Birth of an Empire,Conn Iggulden,"['528 pages, Mass Market Paperback']",2007.0,2007-05-01,528.0,34340,1912,4.38,227,459,3323,12231,18100,34340,historical fiction,"historical fiction,historical,fantasy,asia,war,adventure",existing_or_parsed,"historical fiction, historical, fantasy, world literature, adventure"
1280771,Frost in May,Antonia White,"['221 pages, Paperback']",1933.0,1933-01-01,221.0,2082,229,3.85,29,110,564,817,562,2082,classics,"classics,historical fiction,religion,british literature,boarding school",existing_or_parsed,"classics, historical fiction, religious & spiritual, literature & classics, school life"
1285704,The Vampire Queen's Servant,Joey W. Hill,"['373 pages, Paperback']",2007.0,2007-07-03,373.0,4453,402,3.77,277,425,909,1263,1579,4453,vampires,"vampires,bdsm,paranormal,erotica,paranormal romance,romance,fantasy",existing_or_parsed,"paranormal & supernatural, dark & erotic, romance, fantasy"
1286453,We Disappear,Scott Heim,"['293 pages, Paperback']",2008.0,2008-01-01,293.0,1149,127,3.55,46,141,337,390,235,1149,mystery,"mystery,lgbt,queer,gay,gay fiction",existing_or_parsed,"mystery & crime, lgbtq+"
1291211,Class A,Robert Muchamore,"['291 pages, Paperback']",2004.0,2004-10-14,291.0,25551,952,4.29,150,585,3538,8799,12479,25551,young adult,"young adult,action,adventure,espionage,childrens,thriller",existing_or_parsed,"adult fiction, action, adventure, mystery & crime, children & pre-teens"
1292495,Prince of Thieves,Chuck Hogan,"['364 pages, Hardcover']",2004.0,2004-08-10,364.0,5966,524,3.97,84,289,1208,2525,1860,5966,thriller,"thriller,crime,mystery,suspense,mystery thriller,action",existing_or_parsed,"mystery & crime, action"
1294362,The Tree of Man,Patrick White,"['480 pages, Paperback']",1955.0,1955-01-01,480.0,2027,204,3.96,56,125,405,698,743,2027,australia,"australia,classics,nobel prize,literature,historical fiction",existing_or_parsed,"world literature, classics, other / niche, literature & classics, historical fiction"
1295102,Lock and Key,Sarah Dessen,"['432 pages, Hardcover']",2008.0,2008-04-22,432.0,150077,5831,4.0,2407,7598,32988,52359,54725,150077,young adult,"young adult,romance,contemporary,realistic fiction,chick lit,teen",existing_or_parsed,"adult fiction, romance, contemporary & slice of life, chick lit, young adult"
1295694,The Black Stallion Legend,Walter Farley,"['177 pages, Paperback']",1983.0,1983-09-12,177.0,1806,45,3.92,45,107,464,528,662,1806,horses,"horses,childrens,animals,young adult,classics,adventure",existing_or_parsed,"animals / nature, children & pre-teens, adult fiction, classics, adventure"
1297123,The Black Obelisk,Erich Maria Remarque,"['448 pages, Paperback']",1956.0,1956-01-01,448.0,14077,479,4.38,64,261,1574,4570,7608,14077,classics,"classics,german literature,historical fiction,war,germany",existing_or_parsed,"classics, literature & classics, historical fiction, world literature"
1297150,Sword Song,Bernard Cornwell,"['314 pages, Hardcover']",2007.0,2007-09-03,314.0,41304,1411,4.32,144,426,4653,17008,19073,41304,historical fiction,"historical fiction,historical,fantasy,medieval,adventure,war",existing_or_parsed,"historical fiction, historical, fantasy, adventure, world literature"
1298201,Disney's Prince and the Pauper,Walt Disney Company,"['96 pages, Hardcover']",1990.0,1990-11-01,96.0,1623,52,4.04,26,87,406,388,716,1623,childrens,"childrens,picture books,classics,fantasy,retellings,adventure",existing_or_parsed,"children & pre-teens, classics, fantasy, other / niche, adventure"
1298205,Walt Disney's Dumbo,Walt Disney Company,"['24 pages, Hardcover']",1940.0,1940-01-01,24.0,27079,121,4.32,364,965,4322,5525,15903,27079,childrens,"childrens,picture books,classics,animals,fantasy,media tie in",existing_or_parsed,"children & pre-teens, classics, animals / nature, fantasy, comics & manga"
1298783,Put Out the Fires,Maureen Lee,"['496 pages, Paperback']",1996.0,1996-12-28,496.0,664,34,4.36,10,13,76,197,368,664,historical fiction,"historical fiction,historical,war,british literature,world war ii",existing_or_parsed,"historical fiction, historical, world literature, literature & classics"
1298787,Through the Storm,Maureen Lee,"['464 pages, Paperback']",1998.0,1998-02-01,464.0,842,28,4.36,11,20,105,226,480,842,historical fiction,"historical fiction,british literature,war,historical,world war ii,romance",existing_or_parsed,"historical fiction, literature & classics, world literature, historical, romance"
1300350,Supernova: Akar,Dee Lestari,"['202 pages, Paperback']",2002.0,2002-01-01,202.0,10392,790,3.87,141,641,2721,3859,3030,10392,indonesian literature,"indonesian literature,fantasy,science fiction,literature,adventure",existing_or_parsed,"literature & classics, fantasy, science fiction, adventure"
1301153,Princess Mia,Meg Cabot,"['274 pages, Hardcover']",2007.0,2007-01-01,274.0,26231,999,3.85,384,1683,7308,8968,7888,26231,young adult,"young adult,romance,contemporary,chick lit,teen,childrens",existing_or_parsed,"adult fiction, romance, contemporary & slice of life, chick lit, young adult, children & pre-teens"
1301173,The Ninth Configuration,William Peter Blatty,"['170 pages, Paperback']",1966.0,1966-01-01,170.0,1424,162,3.56,80,161,407,430,346,1424,horror,"horror,thriller,religion,literature,suspense,mystery",existing_or_parsed,"horror, mystery & crime, religious & spiritual, literature & classics"
1301803,Theophilus North,Thornton Wilder,"['351 pages, Paperback']",1973.0,1973-01-01,351.0,1116,130,4.03,16,54,216,419,411,1116,historical fiction,"historical fiction,classics,american,20th century,literature",existing_or_parsed,"historical fiction, classics, world literature, literature & classics"
1302575,The Lost Garden,Helen Humphreys,"['208 pages, Paperback']",2002.0,2002-01-01,208.0,2687,411,3.82,37,191,695,1048,716,2687,historical fiction,"historical fiction,canada,war,historical,gardening,world war ii",existing_or_parsed,"historical fiction, world literature, historical, philosophy & education & personal development"
1302584,The Fire-Dwellers,Margaret Laurence,"['286 pages, Paperback']",1969.0,1969-01-01,286.0,1560,88,3.91,19,44,404,685,408,1560,canada,"canada,classics,literary fiction,canadian literature,literature,romance",existing_or_parsed,"world literature, classics, literature & classics, romance"
1303536,Lycidas,Christoph Marzi,"['861 pages, Paperback']",2004.0,2004-12-01,861.0,1424,70,3.85,63,128,280,435,518,1424,fantasy,"fantasy,urban fantasy,young adult,german literature,adventure,british literature",existing_or_parsed,"fantasy, adult fiction, literature & classics, adventure"
1303564,Maximum Security,Robert Muchamore,"['277 pages, Paperback']",2005.0,2005-04-14,277.0,24570,660,4.26,123,577,3661,8600,11609,24570,young adult,"young adult,action,adventure,espionage,childrens,thriller",existing_or_parsed,"adult fiction, action, adventure, mystery & crime, children & pre-teens"
1304461,Les parents terribles,Jean Cocteau,"['179 pages, Paperback']",1938.0,1938-01-01,179.0,571,26,3.71,7,46,169,234,115,571,plays,"plays,france,french literature,theatre,classics,drama",existing_or_parsed,"literature & classics, world literature, arts & pop culture, classics, drama"
1306752,Tracing the Shadow,Sarah Ash,"['432 pages, Hardcover']",2008.0,2008-01-01,432.0,333,37,3.32,18,48,124,94,49,333,fantasy,"fantasy,science fiction,magic,adult fiction,science fiction fantasy,high fantasy",existing_or_parsed,"fantasy, science fiction, paranormal & supernatural, adult fiction"
1308213,20th Century Boys 1,Naoki Urasawa,"['210 pages, Paperback']",2000.0,2000-01-29,210.0,8126,539,4.37,70,156,833,2699,4368,8126,manga,"manga,comics,graphic novels,mystery,science fiction,seinen",existing_or_parsed,"comics & manga, mystery & crime, science fiction"
1308361,The Book of Everything,Guus Kuijer,"['112 pages, Hardcover']",2004.0,2004-01-01,112.0,2180,311,4.2,25,83,329,738,1005,2180,childrens,"childrens,young adult,historical fiction,religion,middle grade,fantasy",existing_or_parsed,"children & pre-teens, adult fiction, historical fiction, religious & spiritual, fantasy"
1309025,Dreaming the Eagle,Manda Scott,"['465 pages, Hardcover']",2003.0,2003-02-01,465.0,4952,441,4.07,110,263,825,1747,2007,4952,historical fiction,"historical fiction,fantasy,historical,mythology,british literature,romance",existing_or_parsed,"historical fiction, fantasy, historical, paranormal & supernatural, literature & classics, romance"
1309042,Footsteps In The Dark,Georgette Heyer,"['246 pages, Mass Market Paperback']",1932.0,1932-01-01,246.0,6511,753,3.72,136,484,2049,2252,1590,6511,mystery,"mystery,historical fiction,romance,crime,historical,british literature",existing_or_parsed,"mystery & crime, historical fiction, romance, historical, literature & classics"
1309450,Die Strudlhofstiege oder Melzer und die Tiefe der Jahre,Heimito von Doderer,"['909 pages, Paperback']",1951.0,1951-01-01,909.0,364,39,3.95,22,26,60,97,159,364,german literature,"german literature,classics,literature,germany,literary fiction",existing_or_parsed,"literature & classics, classics, world literature"
1310146,Deep Dream of the Rain Forest,Malcolm Bosse,"['179 pages, Paperback']",1993.0,1993-05-01,179.0,50,8,3.36,3,6,17,18,6,50,,,existing_or_parsed,other / niche
1314332,Before I Die,Jenny Downham,"['336 pages, Hardcover']",2007.0,2007-07-05,336.0,56165,4478,3.81,1448,4431,14413,18808,17065,56165,young adult,"young adult,contemporary,romance,realistic fiction,death,teen",existing_or_parsed,"adult fiction, contemporary & slice of life, romance, philosophy & education & personal development, young adult"
1316382,The Wednesday Letters,Jason F. Wright,"['304 pages, Hardcover']",2007.0,2007-08-31,304.0,21187,3967,3.62,715,2190,6391,6991,4900,21187,romance,"romance,adult fiction,chick lit,adult,christian fiction,contemporary",existing_or_parsed,"romance, adult fiction, chick lit, religious & spiritual, contemporary & slice of life"
1316617,Succubus on Top,Richelle Mead,"['314 pages, Paperback']",2008.0,2008-01-01,314.0,32733,1364,4.05,396,1304,6575,12338,12120,32733,urban fantasy,"urban fantasy,paranormal,fantasy,romance,paranormal romance,vampires,demons",existing_or_parsed,"fantasy, paranormal & supernatural, romance"
1317181,Harry Potter and the Order of the Phoenix,J.K. Rowling,"['412 pages, Audiobook']",2003.0,2003-07-01,412.0,256869,1151,4.61,2199,2914,16127,50441,185188,256869,fantasy,"fantasy,young adult,magic,childrens,adventure,classics",existing_or_parsed,"fantasy, adult fiction, paranormal & supernatural, children & pre-teens, adventure, classics"
1317696,The Enchantress of Florence,Salman Rushdie,"['359 pages, Hardcover']",2008.0,2008-01-01,359.0,18783,2205,3.61,701,1913,5443,6746,3980,18783,historical fiction,"historical fiction,fantasy,magical realism,india,literature,italy",existing_or_parsed,"historical fiction, fantasy, paranormal & supernatural, world literature, literature & classics"
1319778,Schlafes Bruder,Robert Schneider,"['204 pages, Paperback']",1992.0,1992-01-01,204.0,3798,172,3.79,197,299,841,1240,1221,3798,classics,"classics,german literature,historical fiction,school,historical",existing_or_parsed,"classics, literature & classics, historical fiction, school life, historical"
1319961,Christmas on Ganymede and Other Stories,Martin H. Greenberg,"['243 pages, Paperback']",1990.0,1990-12-01,243.0,104,13,3.32,1,20,42,27,14,104,science fiction,"science fiction,christmas,humor,anthologies,fantasy",existing_or_parsed,"science fiction, other / niche, comedy, fantasy"
1320762,The Ordeal of Gilbert Pinfold,Evelyn Waugh,"['224 pages, Paperback']",1957.0,1957-07-01,224.0,1362,137,3.45,31,153,533,461,184,1362,classics,"classics,literature,20th century,literary fiction,british literature",existing_or_parsed,"classics, literature & classics, historical fiction"
1325218,Scary Stories to Tell in the Dark,Alvin Schwartz,"['111 pages, Paperback']",1981.0,1981-10-14,111.0,67891,3761,4.05,1347,3851,13951,19321,29421,67891,horror,"horror,childrens,young adult,middle grade,paranormal",existing_or_parsed,"horror, children & pre-teens, adult fiction, paranormal & supernatural"
1326258,Chosen,P.C. Cast,"['307 pages, Paperback']",2008.0,2008-03-04,307.0,245221,4949,3.91,7982,18604,55031,69654,93950,245221,young adult,"young adult,vampires,fantasy,paranormal,romance,supernatural",existing_or_parsed,"adult fiction, paranormal & supernatural, fantasy, romance"
1327699,Hari-Hari Bahagia di Bullerbyn,Astrid Lindgren,"['136 pages, Paperback']",1952.0,1952-01-01,136.0,951,41,4.17,5,31,179,317,419,951,childrens,"childrens,classics,swedish literature,middle grade,german literature,sweden",existing_or_parsed,"children & pre-teens, classics, literature & classics, world literature"
1329392,The Bell in the Fog & Other Stories,Gertrude Atherton,"['175 pages, Paperback']",1905.0,1905-01-01,175.0,181,25,3.38,4,37,58,50,32,181,horror,"horror,classics,ghost stories,gothic,fantasy",existing_or_parsed,"horror, classics, literature & classics, dark & erotic, fantasy"
1330324,Sea of Poppies,Amitav Ghosh,"['513 pages, Paperback']",2008.0,2008-05-01,513.0,27523,2889,3.97,455,1281,5525,11620,8642,27523,historical fiction,"historical fiction,historical,asia,indian literature,china,literature",existing_or_parsed,"historical fiction, historical, world literature, literature & classics"
1330513,The Virgin's Knot,Holly Lynn Payne,"['303 pages, Paperback']",2002.0,2002-01-01,303.0,546,68,3.53,20,59,182,179,106,546,historical fiction,"historical fiction,asia,womens,historical,cultural,book club",existing_or_parsed,"historical fiction, world literature, chick lit, historical, other / niche"
1331130,Nightshade,Susan Wittig Albert,"['304 pages, Hardcover']",2008.0,2008-04-01,304.0,2256,142,4.01,11,49,537,965,694,2256,mystery,"mystery,cozy mystery,mystery thriller,herbs,crime,amateur sleuth",existing_or_parsed,"mystery & crime, arts & pop culture"
1334844,Ronggeng Dukuh Paruk,Ahmad Tohari,"['406 pages, Paperback']",1982.0,1982-01-01,406.0,6506,807,4.24,69,171,843,2482,2941,6506,historical fiction,"historical fiction,indonesian literature,classics,romance,literature",existing_or_parsed,"historical fiction, literature & classics, classics, romance"
1335568,Engine Summer,John Crowley,"['209 pages, Mass Market Paperback']",1979.0,1979-01-01,209.0,1985,223,4.02,45,124,368,661,787,1985,science fiction,"science fiction,fantasy,post apocalyptic,speculative fiction,dystopia,science fiction fantasy",existing_or_parsed,"science fiction, fantasy, dystopian, speculative fiction"
1335601,The Willows,Algernon Blackwood,"['105 pages, Paperback']",1907.0,1907-01-01,105.0,13371,1516,4.07,129,550,2534,5210,4948,13371,horror,"horror,fantasy,gothic,weird fiction,classics",existing_or_parsed,"horror, fantasy, dark & erotic, classics"
1337973,The Diving Pool: Three Novellas,Yōko Ogawa,"['164 pages, Paperback']",1990.0,1990-01-01,164.0,7641,1069,3.69,128,589,2308,3129,1487,7641,japan,"japan,japanese literature,horror,contemporary,asian literature",existing_or_parsed,"world literature, literature & classics, horror, contemporary & slice of life"
1341793,The Time of Light,Gunnar Kopperud,"['247 pages, Paperback']",2000.0,2000-07-21,247.0,57,13,4.07,0,3,14,16,24,57,historical fiction,"historical fiction,war,european literature,world war ii,germany",existing_or_parsed,"historical fiction, world literature, literature & classics"
1342347,Mangeclous,Albert Cohen,"['496 pages, Paperback']",1938.0,1938-01-01,496.0,333,24,4.1,5,17,56,117,138,333,france,"france,roman,literature,french literature,20th century",existing_or_parsed,"world literature, literature & classics, historical fiction"
1345137,The pleasantries of the incredible Mulla Nasrudin,Idries Shah,"['218 pages, Paperback']",1968.0,1968-11-01,218.0,552,58,4.3,10,12,77,154,299,552,philosophy,"philosophy,religion,spirituality,islam,humor",existing_or_parsed,"philosophy & education & personal development, religious & spiritual, comedy"
1349542,The Beyond,Jean Sutton,"['223 pages, Hardcover']",1967.0,1967-01-01,223.0,33,6,4.06,0,3,5,12,13,33,science fiction,science fiction,existing_or_parsed,science fiction
1350625,Watch for Me on the Mountain,Forrest Carter,"['305 pages, Paperback']",1976.0,1976-04-01,305.0,562,53,4.24,4,13,83,207,255,562,historical fiction,"historical fiction,westerns,historical",existing_or_parsed,"historical fiction, other / niche, historical"
1350704,All Shall Be Well; And All Shall Be Well; And All Manner of Things Shall Be Well,Tod Wodicka,"['272 pages, Hardcover']",2007.0,2007-07-12,272.0,688,164,3.21,46,118,249,193,82,688,literature,"literature,literary fiction,contemporary,drama,adult",existing_or_parsed,"literature & classics, contemporary & slice of life, drama, adult fiction"
1353452,Rumah Kaca,Pramoedya Ananta Toer,"['646 pages, Paperback']",1988.0,1988-01-01,646.0,4104,341,4.34,44,83,471,1352,2154,4104,indonesian literature,"indonesian literature,historical fiction,literature,classics,asia",existing_or_parsed,"literature & classics, historical fiction, classics, world literature"
1354214,The Girl in a Swing,Richard  Adams,"['396 pages, Paperback']",1980.0,1980-01-01,396.0,2047,193,3.53,86,239,657,635,430,2047,horror,"horror,fantasy,mystery,romance,supernatural,ghosts",existing_or_parsed,"horror, fantasy, mystery & crime, romance, paranormal & supernatural, dark & erotic"
1354947,Good Bones,Margaret Atwood,"['153 pages, Hardcover']",1992.0,1992-01-01,153.0,2703,252,3.75,34,174,849,1030,616,2703,poetry,"poetry,canada,feminism,literary fiction,canadian literature",existing_or_parsed,"poetry, world literature, philosophy & education & personal development, literature & classics"
1358844,Remember Me?,Sophie Kinsella,"['352 pages, Hardcover']",2008.0,2008-02-26,352.0,252268,8834,3.8,5847,16746,69025,90024,70626,252268,chick lit,"chick lit,romance,contemporary,adult,humor,contemporary romance",existing_or_parsed,"chick lit, romance, contemporary & slice of life, adult fiction, comedy"
1362193,Laskar Pelangi,Andrea Hirata,"['534 pages, Paperback']",2005.0,2005-01-01,534.0,30279,3933,4.24,438,892,4126,10182,14641,30279,indonesian literature,"indonesian literature,childrens,education,asia,young adult",existing_or_parsed,"literature & classics, children & pre-teens, philosophy & education & personal development, world literature, adult fiction"
1363577,The Seduction of the Crimson Rose,Lauren Willig,"['385 pages, Hardcover']",2008.0,2008-01-06,385.0,8531,610,3.88,57,398,2301,3530,2245,8531,historical fiction,"historical fiction,romance,historical,mystery,historical romance,chick lit",existing_or_parsed,"historical fiction, romance, historical, mystery & crime, chick lit"
1365225,Las batallas en el desierto,José Emilio Pacheco,"['72 pages, Paperback']",1981.0,1981-07-12,72.0,25675,2153,4.13,259,940,4350,9849,10277,25675,spanish literature,"spanish literature,classics,latin american,historical fiction",existing_or_parsed,"literature & classics, classics, world literature, historical fiction"
1367809,The Little Vampire,Angela Sommer-Bodenburg,"['168 pages, Paperback']",1979.0,1979-01-01,168.0,5539,315,4.06,62,229,1187,1901,2160,5539,fantasy,"fantasy,childrens,vampires,german literature,classics,middle grade",existing_or_parsed,"fantasy, children & pre-teens, paranormal & supernatural, literature & classics, classics"
1369831,"Blood Red, Snow White",Marcus Sedgwick,"['304 pages, Hardcover']",2007.0,2007-07-06,304.0,2132,330,3.61,65,193,698,725,451,2132,historical fiction,"historical fiction,young adult,russia,fantasy,historical,fairy tales",existing_or_parsed,"historical fiction, adult fiction, world literature, fantasy, historical, paranormal & supernatural"
1370123,The House at Pooh Corner and Now We Are Six,A.A. Milne,['Audio Cassette'],1997.0,1997-01-01,227.0,680,1,4.28,6,11,98,237,328,680,childrens,"childrens,classics,poetry,juvenile,animals",author_median,"children & pre-teens, classics, poetry, animals / nature"
1375560,Taken,Edward Bloor,['256 pages'],2007.0,2007-01-01,256.0,1812,303,3.38,110,264,602,501,335,1812,young adult,"young adult,science fiction,mystery,dystopia,teen,adventure",existing_or_parsed,"adult fiction, science fiction, mystery & crime, dystopian, young adult, adventure"
1375896,Queste,Angie Sage,"['596 pages, Hardcover']",2008.0,2008-04-08,596.0,53766,1184,4.06,759,2280,10890,18704,21133,53766,fantasy,"fantasy,young adult,magic,middle grade,childrens,adventure",existing_or_parsed,"fantasy, adult fiction, paranormal & supernatural, children & pre-teens, adventure"
1376124,Rembulan Tenggelam Di Wajahmu,Tere Liye,['Paperback'],2009.0,2009-01-01,314.5,11161,1039,4.34,174,266,1266,3357,6098,11161,romance,"romance,indonesian literature,drama,literature,philosophy",author_median,"romance, literature & classics, drama, philosophy & education & personal development"
1376633,The Patriot,Stephen Molstad,"['304 pages, Paperback']",2000.0,2000-01-01,304.0,134,12,3.65,5,11,39,50,29,134,war,"war,american revolutionary war,historical fiction",existing_or_parsed,"world literature, historical fiction"
1379961,People of the Book,Geraldine Brooks,"['372 pages, Hardcover']",2008.0,2008-01-01,372.0,146479,13227,4.03,2200,6744,27988,56746,52801,146479,historical fiction,"historical fiction,books about books,historical,mystery,book club,jewish",existing_or_parsed,"historical fiction, literature & classics, historical, mystery & crime, other / niche, religious & spiritual"
1380834,De avonden,Gerard Reve,"['191 pages, Paperback']",1947.0,1947-01-01,191.0,10888,862,3.5,632,1400,3013,3587,2256,10888,dutch literature,"dutch literature,classics,literature,school,20th century,roman",existing_or_parsed,"literature & classics, classics, school life, historical fiction, world literature"
1382607,The Lonely Londoners,Sam Selvon,"['156 pages, Paperback']",1956.0,1956-01-01,156.0,11398,861,3.7,152,821,3537,4623,2265,11398,classics,"classics,historical fiction,20th century,race,school,literature",existing_or_parsed,"classics, historical fiction, world literature, school life, literature & classics"
1383431,Drunter und drüber - bk322,Susan Andersen,"['335 pages, Paperback']",1966.0,1966-01-01,335.0,11359,761,3.98,276,519,2231,4456,3877,11359,historical fiction,"historical fiction,classics,jewish,russia,literature",existing_or_parsed,"historical fiction, classics, religious & spiritual, world literature, literature & classics"
1385783,The Hidden City,Michelle West,"['615 pages, Hardcover']",2008.0,2008-03-04,615.0,2007,166,4.1,34,97,329,721,826,2007,fantasy,"fantasy,epic fantasy,high fantasy,science fiction fantasy,magic,demons",existing_or_parsed,"fantasy, science fiction, paranormal & supernatural"
1388813,Midnight Awakening,Lara Adrian,"['369 pages, Mass Market Paperback']",2007.0,2007-11-27,369.0,42587,1199,4.23,443,1188,6470,14505,19981,42587,paranormal romance,"paranormal romance,paranormal,vampires,romance,fantasy,urban fantasy,adult",existing_or_parsed,"paranormal & supernatural, romance, fantasy, adult fiction"
1389938,Fury & Light,Chris Stewart,"['313 pages, Hardcover']",2007.0,2007-01-01,313.0,3930,363,4.34,10,52,471,1474,1923,3930,lds fiction,"lds fiction,religion,lds,church,christian,suspense",existing_or_parsed,"religious & spiritual, mystery & crime"
1393713,La Confusion des sentiments,Stefan Zweig,"['124 pages, Mass Market Paperback']",1926.0,1926-01-01,124.0,10326,1059,4.03,190,446,1978,4006,3706,10326,german literature,"german literature,literature,lgbt,20th century",existing_or_parsed,"literature & classics, lgbtq+, historical fiction"
1395209,Attack of the Fiend,Joseph  Delaney,"['546 pages, Hardcover']",2007.0,2007-01-01,546.0,23694,720,4.21,163,533,3892,8708,10398,23694,fantasy,"fantasy,young adult,horror,magic,paranormal,witches",existing_or_parsed,"fantasy, adult fiction, horror, paranormal & supernatural"
1396111,Walt Disney's Story Land,Frances Saldinger,"['319 pages, Hardcover']",1962.0,1962-01-01,319.0,244,28,4.11,4,10,39,94,97,244,childrens,"childrens,picture books,fantasy,childrens classics,art",existing_or_parsed,"children & pre-teens, fantasy, arts & pop culture"
1397673,Mar Morto,Jorge Amado,['Paperback'],1936.0,1936-01-01,372.0,2662,136,4.09,33,109,502,957,1061,2662,romance,"romance,brazil,classics,portuguese literature,literature",author_median,"romance, world literature, classics, literature & classics"
1397735,Detective Story,Imre Kertész,"['112 pages, Hardcover']",1977.0,1977-01-01,112.0,986,157,3.53,13,95,375,361,142,986,hungarian literature,"hungarian literature,hungary,nobel prize,novella,20th century",existing_or_parsed,"literature & classics, world literature, other / niche, historical fiction"
1397743,La Horde du Contrevent,Alain Damasio,"['736 pages, Mass Market Paperback']",2004.0,2004-10-01,736.0,6697,548,4.44,117,217,529,1599,4235,6697,fantasy,"fantasy,science fiction,france,roman,french literature",existing_or_parsed,"fantasy, science fiction, world literature, literature & classics"
